0,36.593866,-85.62585
1,35.190968,-86.862244
2,36.473147,-82.267067
3,36.463875,-87.61172
4,35.090498,-84.374901
5,35.173585,-87.051722
6,36.187793,-82.071488
7,35.563781,-89.648839
8,36.11968,-84.116585
9,36.545391,-83.147936
10,35.800447,-89.17239
11,36.113239,-85.364105
12,36.32806,-86.714614
13,36.081653,-86.919261
14,35.593717,-89.263015
15,35.600934,-86.824795
16,36.638677,-86.571184
17,36.1719,-86.798883
18,36.400375,-82.866271
19,36.099736,-86.871411
20,35.807565,-86.179138
21,36.227997,-85.61731
22,35.037578,-86.320031
23,35.439263,-84.63892
24,35.389217,-86.236666
25,35.017503,-85.206216
26,35.95743,-85.811503
27,36.407792,-82.476297
28,36.577433,-87.070111
29,36.271483,-87.07349
30,36.202773,-89.185154
31,35.228521,-85.454761
32,36.202269,-89.011986
33,36.415292,-89.072411
34,35.915967,-86.383881
35,35.846634,-86.40774
36,36.064315,-88.004171
37,36.073205,-89.347678
38,36.044243,-84.113298
39,36.467973,-81.804226
40,36.212429,-85.612892
41,35.792602,-83.993181
42,34.990079,-85.19994
43,36.161871,-85.506376
44,36.41514,-86.40353
45,35.450304,-87.267188
46,35.155358,-90.031855
47,36.168646,-82.854704
48,35.700995,-86.621875
49,36.286987,-82.174352
50,35.832682,-89.00656
51,35.209933,-89.656229
52,35.699862,-84.53404
53,36.163385,-84.144211
54,36.384661,-89.465949
55,36.414461,-89.057998
56,35.045739,-85.310461
57,35.399146,-88.154518
58,35.32311,-87.747264
59,35.282242,-84.94233
60,35.319379,-87.762353
61,35.192831,-84.885723
62,36.146601,-86.755791
63,36.243251,-84.670341
64,36.499262,-87.289228
65,36.12667,-83.17551
66,36.391232,-87.004436
67,35.617935,-84.195961
68,35.611773,-88.81736
69,35.324048,-87.741995
70,35.199739,-89.586142
71,35.870638,-84.514907
72,35.805348,-88.766888
73,35.215299,-86.314681
74,36.150905,-86.770637
75,36.047308,-86.862739
76,36.025362,-88.407481
77,35.099015,-84.651474
78,36.24894,-88.633998
79,35.193517,-86.681257
80,35.05388,-88.243652
81,36.507282,-85.443922
82,35.206755,-87.027667
83,36.178407,-82.822558
84,35.324181,-87.499529
85,35.58178,-89.232224
86,36.302649,-88.339825
87,35.939623,-88.941457
88,35.368156,-88.906149
89,36.171931,-82.388704
90,36.168689,-85.520774
91,36.450081,-83.055092
92,35.152428,-86.56583
93,35.985988,-84.03385
94,36.395884,-83.681265
95,35.957464,-85.78735
96,35.974407,-85.048452
97,35.959822,-88.696883
98,34.987881,-84.776076
99,36.210812,-84.321587
100,36.363491,-86.439958
101,35.987713,-88.578523
102,35.985396,-83.280571
103,35.972964,-83.542491
104,36.168127,-86.788072
105,36.287366,-85.991636
106,35.18798,-88.629704
107,35.277365,-88.391086
108,36.178895,-88.810283
109,36.124693,-83.994198
110,35.92072,-83.580862
111,36.33361,-86.709716
112,35.510472,-87.204577
113,35.871552,-84.516669
114,35.952782,-83.97888
115,35.802537,-86.659649
116,35.006295,-85.207785
117,35.397365,-85.378667
118,35.612657,-88.819463
119,35.936641,-85.485235
120,36.266024,-83.102898
121,35.232313,-86.41652
122,36.516041,-85.892828
123,35.871533,-84.443563
124,36.168095,-86.788051
125,35.927451,-86.865713
126,35.152239,-84.947822
127,36.298886,-84.637178
128,36.37074,-86.988869
129,35.256736,-84.552861
130,35.370035,-88.294005
131,35.15901,-84.880253
132,35.698463,-83.681704
133,36.543924,-85.835958
134,35.083994,-85.317608
135,35.086216,-85.067886
136,35.731899,-89.560089
137,36.114649,-88.526654
138,36.194511,-85.511848
139,35.73632,-88.631362
140,35.985317,-87.110588
141,35.995091,-88.436547
142,35.410729,-86.121401
143,35.474966,-85.461029
144,35.149042,-84.914896
145,35.778793,-84.882387
146,36.10384,-85.819909
147,36.295503,-83.133659
148,35.623845,-88.406025
149,35.374909,-87.033516
150,36.550615,-87.468693
151,36.016557,-83.826469
152,35.956994,-82.559193
153,35.669772,-85.239983
154,36.538265,-83.363019
155,36.575332,-83.262597
156,35.482721,-87.743219
157,35.684908,-87.804304
158,36.186785,-89.546221
159,35.482312,-86.458231
160,36.340237,-83.34088
161,35.056159,-85.31588
162,36.247357,-87.546571
163,36.502664,-84.528374
164,35.44867,-86.096369
165,35.090423,-84.374971
166,36.603963,-87.278163
167,35.639448,-87.043977
168,36.50805,-87.366109
169,36.202702,-89.184015
170,35.321241,-87.763294
171,35.708141,-87.797685
172,35.736636,-83.991779
173,36.537924,-82.71256
174,36.451011,-82.287293
175,34.984869,-85.286908
