0,29.710322,-97.651293
1,30.604855,-103.886055
2,30.463938,-99.732175
3,32.759202,-97.318447
4,32.548637,-98.369457
5,33.193557,-102.275045
6,34.742178,-100.550785
7,30.078982,-94.096991
8,32.508719,-95.408333
9,31.531594,-97.238823
10,31.289927,-95.505756
11,30.288587,-99.522154
12,30.382671,-97.771339
13,33.554253,-94.785355
14,32.535078,-94.940169
15,30.373516,-96.081648
16,30.7687,-104.724851
17,32.542814,-98.42186
18,33.741393,-96.537541
19,34.17634,-98.930448
20,32.251463,-101.476273
21,31.470088,-96.070772
22,30.876751,-96.591723
23,31.726554,-96.165464
24,27.740498,-97.428245
25,31.764418,-95.62669
26,32.350508,-95.319197
27,32.981915,-97.167325
28,32.054764,-95.50493
29,26.281482,-98.574454
30,29.687836,-97.103178
31,35.192915,-101.812586
32,30.336593,-97.755614
33,29.39797,-98.383829
34,30.92507,-94.596088
35,29.291204,-98.558339
36,31.798947,-98.240064
37,26.28018,-97.560004
38,33.105835,-94.176444
39,32.763365,-96.682669
40,30.110744,-97.304531
41,31.728351,-98.979954
42,30.349896,-103.650742
43,26.19606,-98.190341
44,31.705108,-103.599486
45,28.850038,-97.018012
46,31.806667,-96.735543
47,32.503044,-96.822029
48,29.607272,-98.269137
49,33.265998,-98.99408
50,35.226456,-100.249126
51,29.759563,-94.925278
52,31.824049,-94.49084
53,31.339094,-94.728824
54,27.494485,-99.451596
55,33.154108,-96.295814
56,32.523798,-100.379054
57,33.521349,-101.99171
58,29.144458,-98.912775
59,29.055719,-95.572938
60,27.671314,-97.355329
61,29.899933,-97.985281
62,33.787201,-97.709068
63,29.287896,-97.152456
64,32.499433,-95.594329
65,30.262139,-97.758049
66,32.352522,-95.267645
67,32.792986,-95.63917
68,26.30122,-98.161263
69,32.751237,-99.828255
70,32.438515,-97.809866
71,34.380901,-103.043778
72,30.460435,-97.698972
73,32.628946,-96.452475
74,29.425797,-95.226873
75,35.22696,-100.574116
76,32.123506,-97.492679
77,32.903561,-96.0645
78,32.528011,-101.071542
79,31.278584,-96.478674
80,31.761731,-95.627237
81,30.93034,-97.225189
82,29.818652,-98.752316
83,29.369774,-100.793667
84,31.813916,-102.405892
85,32.567506,-96.318476
86,26.529315,-99.089301
87,32.696433,-95.893282
88,30.714215,-96.852243
89,31.331034,-97.658744
90,31.318325,-96.628035
91,33.854498,-98.742246
92,30.156154,-96.398605
93,26.351004,-98.148416
94,31.840017,-96.807939
95,27.312594,-98.677983
96,30.877287,-100.116366
97,35.68724,-101.393761
98,29.054064,-95.557494
99,32.885102,-100.143583
100,28.714408,-96.245552
